availability_365,reviews_per_month,number_of_reviews,minimum_nights,calculated_host_listings_count,latitude,longitude,churned,room_type_Hotel room,room_type_Private room,room_type_Shared room,churn_predicted
347,3.12,13,2,6,45.5113387846371,-73.5612181964629,0,False,False,False,0
229,1.4,5,31,9,45.534971434504776,-73.5643428168824,0,False,False,False,0
0,0.87,3,2,1,45.53472970228996,-73.61332051568313,1,False,False,False,1
249,0.0,0,60,21,45.47309966512263,-73.60724322705674,1,False,False,False,1
365,0.0,0,180,1,45.50018,-73.55765,1,False,False,False,1
202,4.51,17,31,7,45.49332,-73.55895,0,False,False,False,0
165,0.0,0,8,1,45.52300181117932,-73.60714705410619,1,False,False,False,1
273,0.56,2,31,10,45.52377720529089,-73.60070850824944,0,False,True,False,0
277,0.28,1,31,10,45.5223335485198,-73.6002852931529,0,False,True,False,0
275,1.0,1,31,10,45.52322407724232,-73.60221693033468,0,False,True,False,0
275,3.0,3,31,10,45.5236,-73.60171,0,False,True,False,0
21,4.33,15,1,6,45.48498,-73.57964,0,False,False,False,0
243,0.0,0,31,1,45.514768171103455,-73.54975730597752,1,False,False,False,1
364,0.0,0,31,2,45.49914,-73.6808,1,False,False,False,0
325,1.84,7,2,6,45.50953,-73.56197,0,False,False,False,0
2,3.19,12,2,6,45.51148,-73.56274,0,False,False,False,0
156,2.04,7,2,5,45.49740564691538,-73.57083220072613,0,False,False,False,0
225,1.7,6,1,7,45.47736,-73.58625,0,False,False,False,0
89,0.0,0,31,2,45.43142,-73.65015,1,False,False,False,1
339,2.0,7,2,72,45.53805,-73.60623,0,False,False,False,0
364,0.0,0,31,9,45.53023,-73.56479,1,False,True,False,0
179,0.0,0,31,1,45.4603332,-73.57541499999999,1,False,True,False,1
0,0.0,0,31,1,45.52795881121221,-73.71870867380711,1,False,True,False,1
180,0.0,0,31,2,45.50021,-73.55973,1,False,False,False,1
90,0.81,1,31,19,45.492943556946265,-73.62734290555878,0,False,True,False,1
237,1.67,4,1,40,45.5165298083506,-73.58165816013936,0,False,False,False,0
275,1.33,5,1,40,45.51644,-73.5817,0,False,True,False,0
278,1.49,5,31,19,45.47677,-73.55994,0,False,True,False,0
0,1.27,5,31,19,45.47694652322331,-73.55962651574386,1,False,True,False,1
261,1.24,5,31,40,45.51851157813997,-73.58160548257221,0,False,True,False,0
276,2.31,9,1,40,45.51808,-73.58197,0,False,True,False,0
0,0.0,0,31,1,45.5124013,-73.5559653,1,False,False,False,1
66,0.87,2,3,7,45.5227,-73.58014,0,False,False,False,1
299,0.0,0,1,1,45.55000487579329,-73.6357106847087,1,False,True,False,0
175,0.0,0,31,93,45.49152192226008,-73.56229534864421,1,False,False,False,1
58,0.0,0,31,1,45.4682503,-73.5685385,1,False,False,False,1
67,1.86,6,1,5,45.49531,-73.56194,0,False,False,False,0
162,5.22,20,1,4,45.497701671739215,-73.57512997514647,0,False,False,False,0
70,0.79,3,1,26,45.51542964860478,-73.57710236083989,0,False,False,False,1
31,0.59,1,31,4,45.57957935643278,-73.55693547231215,0,False,False,False,1
364,0.0,0,2,1,45.49809822454356,-73.82138253739697,1,False,True,False,0
294,0.0,0,31,1,45.49906493655851,-73.5825988648915,1,False,False,False,1
269,3.09,7,1,1,45.43264,-73.62337,0,False,False,False,0
132,0.0,0,31,3,45.4981507,-73.5850337,1,False,False,False,1
365,0.0,0,32,6,45.55743,-73.60776,1,False,True,False,0
360,2.02,7,1,14,45.51168639999999,-73.5529245,0,False,True,False,0
263,4.62,16,2,5,45.5121772,-73.5621166,0,False,False,False,0
354,0.29,1,1,14,45.51077,-73.5534,0,False,True,False,0
0,0.57,2,1,14,45.51053612983712,-73.55341619301797,1,False,True,False,1
340,1.42,5,1,14,45.51271,-73.55376,0,False,True,False,0
353,6.06,22,1,14,45.51138,-73.5538,0,False,True,False,0
332,2.35,8,1,14,45.51082,-73.55406,0,False,True,False,0
0,1.4,5,1,14,45.51219,-73.55388,1,False,True,False,1
365,1.14,3,1,26,45.4972527,-73.58424959999999,0,False,False,False,0
69,1.67,3,1,9,45.52011,-73.58328,0,False,False,False,0
63,2.0,2,1,9,45.51605325660688,-73.55628123764468,0,False,False,False,0
0,1.85,5,31,4,45.525282689500784,-73.55148763078019,1,False,False,False,1
342,4.15,13,1,1,45.49593883828632,-73.57606691584715,0,False,False,False,0
0,1.0,1,1,50,45.49178824657191,-73.58329297893411,1,False,False,False,1
3,0.43,1,2,50,45.493081146439465,-73.58506168151732,0,False,False,False,1
268,0.44,1,2,1,45.5459006,-73.61481880000001,0,False,False,False,0
0,0.0,0,32,6,45.5593702736066,-73.60827710460863,1,False,True,False,1
2,1.58,6,2,1,45.5561,-73.52873,0,False,False,False,1
2,0.0,0,7,5,45.496622787348144,-73.57653873302723,1,False,False,False,1
320,1.91,3,1,1,45.61228,-73.63478,0,False,True,False,0
365,0.0,0,31,6,45.53769887622333,-73.56849154486088,1,False,True,False,0
0,0.81,2,3,2,45.54269,-73.57752,1,False,False,False,1
195,0.81,3,2,23,45.5053166,-73.5617669,0,False,False,False,0
240,0.58,2,2,23,45.5053166,-73.5617669,0,False,False,False,0
310,1.64,3,2,1,45.4939033,-73.8173588,0,False,False,False,0
233,0.0,0,2,23,45.5053166,-73.5617669,1,False,False,False,1
192,0.0,0,32,6,45.63191883049493,-73.50783819883348,1,False,True,False,1
285,1.0,1,1,1,45.4612444093762,-73.56524368872876,0,False,False,False,0
2,0.0,0,31,2,45.4917779,-73.6277022,1,False,False,False,1
0,0.0,0,1,50,45.47697565384378,-73.58841784886683,1,False,False,False,1
323,1.24,4,1,2,45.52586,-73.57952,0,False,False,False,0
2,1.26,5,2,9,45.49220431163887,-73.58227837990455,0,False,False,False,1
216,3.45,13,2,9,45.5100784964752,-73.57282825007134,0,False,False,False,0
98,0.75,1,31,1,45.5250324945391,-73.57625730295598,0,False,False,False,1
143,0.75,2,5,1,45.49725985898532,-73.5713174323337,0,False,False,False,1
0,0.0,0,31,7,45.4929014077014,-73.58203913164243,1,False,False,False,1
96,4.69,5,2,5,45.52046,-73.56323,0,False,False,False,0
86,2.0,2,2,5,45.51911745423007,-73.56457817096353,0,False,False,False,0
0,3.0,3,2,5,45.51917708823947,-73.56318679582826,1,False,False,False,0
85,2.0,2,2,5,45.5204,-73.56319,0,False,False,False,0
89,0.0,0,2,5,45.52071,-73.56503,1,False,False,False,1
0,3.0,3,1,50,45.49461,-73.58331,1,False,False,False,0
86,1.0,1,2,38,45.4527,-73.58778,0,False,True,False,1
338,0.0,0,32,6,45.5879904650421,-73.54031224030629,1,False,True,False,0
365,0.0,0,365,1,45.50019,-73.5594,1,False,False,False,1
334,0.0,0,31,5,45.54887,-73.64084,1,False,True,False,0
159,7.5,28,2,5,45.52318652327924,-73.58110169303507,0,False,False,False,0
88,0.0,0,2,38,45.45048917570664,-73.60018059630299,1,False,True,False,1
94,0.95,3,3,5,45.50142,-73.57608,0,False,False,False,1
30,0.0,0,31,1,45.52837364203047,-73.57952801628893,1,False,False,False,1
250,1.94,7,1,40,45.51859,-73.58,0,False,True,False,0
138,3.0,3,1,14,45.51713,-73.59219,0,False,False,False,0
364,0.38,1,31,7,45.47589,-73.63544,0,False,False,False,0
88,0.0,0,31,1,45.4947192,-73.5749392,1,False,False,False,1
238,0.94,1,31,9,45.5388329,-73.5594,0,False,False,False,0
194,0.0,0,31,1,45.4951247,-73.5687255,1,False,False,False,1
124,0.0,0,32,4,45.5061,-73.68492,1,False,True,False,1
59,0.0,0,2,1,45.54145,-73.67414,1,False,False,False,1
313,0.28,1,1,9,45.49917,-73.57553,0,False,True,False,0
53,6.0,8,1,1,45.576775,-73.5436692,0,False,False,False,0
265,0.91,2,31,1,45.51969,-73.58140999999999,0,False,False,False,0
267,3.97,9,5,7,45.52601664713417,-73.56060925148242,0,False,False,False,0
2,0.0,0,32,11,45.46383,-73.58251,1,False,False,False,1
131,0.91,1,32,1,45.46359105347077,-73.57626727354125,0,False,False,False,1
37,0.0,0,31,29,45.4925813968711,-73.62907730471662,1,False,True,False,1
0,0.0,0,31,1,45.5264946,-73.5617858,1,False,False,False,1
0,2.0,2,1,5,45.5239228768334,-73.58491924611072,1,False,False,False,0
54,0.0,0,31,1,45.49286,-73.55682,1,False,False,False,1
318,1.0,1,31,5,45.51686,-73.56937,0,False,False,False,0
343,1.18,4,31,5,45.51863,-73.56866,0,False,False,False,0
280,2.05,3,31,5,45.51643,-73.56865,0,False,False,False,0
202,0.0,0,31,9,45.49709,-73.57152,1,False,False,False,1
176,0.45,1,3,2,45.46267158806437,-73.57997895817637,0,False,False,False,1
24,4.05,15,1,6,45.48422217562616,-73.57974329245553,0,False,False,False,0
315,0.76,2,1,4,45.497117334302175,-73.58330546242675,0,False,False,False,0
146,3.59,11,2,2,45.52422,-73.56047,0,False,False,False,0
138,5.58,21,31,25,45.5030866,-73.5569075,0,False,False,False,0
82,0.44,1,1,1,45.51065399805012,-73.5686662438881,0,False,True,False,1
308,1.0,1,31,2,45.49585,-73.56927,0,False,False,False,0
36,0.0,0,31,2,45.52687328092893,-73.59826323763848,1,False,False,False,1
313,0.0,0,31,16,45.5342168,-73.58136879999999,1,False,False,False,0
159,6.22,23,1,19,45.5083,-73.57516,0,False,False,False,0
148,0.0,0,31,2,45.50045525775911,-73.68035367231003,1,False,False,False,1
0,0.0,0,31,1,45.49111786157787,-73.55604091935236,1,False,False,False,1
88,0.0,0,1,7,45.54076352662167,-73.58916660957685,1,False,False,False,1
5,1.32,4,1,7,45.49851423247584,-73.57222929577422,0,False,False,False,1
6,0.0,0,31,1,45.45762014253317,-73.57848246549402,1,False,False,False,1
109,0.0,0,32,3,45.52028,-73.55406,1,False,True,False,1
184,2.56,7,3,9,45.47874891275513,-73.58097574287905,0,False,False,False,0
341,3.36,12,1,9,45.49443,-73.58038,0,False,False,False,0
364,0.0,0,31,89,45.5359473,-73.5515279,1,False,False,False,0
166,2.67,8,31,18,45.5197733,-73.565849,0,False,True,False,0
364,0.0,0,31,1,45.5392804790287,-73.57429924564961,1,False,True,False,0
199,0.85,2,31,18,45.5197733,-73.565849,0,False,True,False,0
172,0.0,0,32,93,45.50718558558703,-73.57404129509166,1,False,False,False,1
2,1.0,1,2,5,45.5243882,-73.5823558,0,False,False,False,1
291,1.91,3,1,1,45.53992,-73.6082,0,False,False,False,0
55,0.0,0,31,9,45.51473,-73.56314,1,False,False,False,1
365,0.0,0,31,9,45.5600291076607,-73.59680707500351,1,False,True,False,0
73,4.8,12,1,4,45.55196807125298,-73.66250740846056,0,False,False,False,0
59,0.0,0,31,10,45.54277,-73.54547,1,False,False,False,1
0,0.0,0,31,1,45.50624,-73.56512,1,False,False,False,1
170,0.0,0,15,9,45.54325470346858,-73.54222398251295,1,False,False,False,1
250,0.0,0,31,9,45.54845887570331,-73.55473180054952,1,False,False,False,1
0,1.53,5,1,3,45.47703,-73.6077,1,False,True,False,1
0,0.0,0,31,1,45.46907,-73.63572,1,False,False,False,1
365,0.0,0,32,5,45.58603669666875,-73.53863405347919,1,False,True,False,0
74,0.0,0,1,14,45.52555,-73.62119,1,False,False,False,1
364,0.0,0,31,89,45.4599694,-73.5870115,1,False,False,False,1
9,0.0,0,1,14,45.52573693078657,-73.62305885475911,1,False,False,False,1
365,0.0,0,32,7,45.49123245352661,-73.5768488276773,1,False,False,False,0
363,0.0,0,31,1,45.51579515376999,-73.57732203233763,1,False,False,False,0
0,1.0,1,1,1,45.50783,-73.57388,1,False,False,False,1
362,0.0,0,31,1,45.55597589753718,-73.53037036166829,1,False,True,False,0
186,1.58,4,1,3,45.4858922835674,-73.56825919837334,0,False,False,False,0
282,0.54,1,31,6,45.53748371586966,-73.56936215293494,0,False,False,False,0
51,2.54,6,2,4,45.51316,-73.56155,0,False,False,False,0
364,0.0,0,31,3,45.50566295116353,-73.5642642412125,1,False,False,False,0
340,0.0,0,95,6,45.49323820923336,-73.63741865102789,1,False,True,False,0
0,0.0,0,31,1,45.51437694395492,-73.57718791812658,1,False,True,False,1
25,0.0,0,31,9,45.49463,-73.56793,1,False,False,False,1
157,4.83,14,2,5,45.522644175582165,-73.59892394813274,0,False,False,False,0
37,1.0,1,32,2,45.58794539739974,-73.53883442320003,0,False,True,False,1
134,1.62,4,31,2,45.51193,-73.57595,0,False,False,False,0
159,2.11,5,1,6,45.53032,-73.56861,0,False,False,False,0
193,0.0,0,32,93,45.47318,-73.56873,1,False,False,False,1
156,3.84,11,2,18,45.5158494,-73.5655839,0,False,False,False,0
238,3.75,10,2,1,45.4607215239313,-73.6345870957621,0,False,False,False,0
208,0.0,0,31,1,45.54782,-73.54774,1,False,True,False,1
335,0.0,0,32,3,45.45556055585038,-73.57413792593188,1,False,False,False,1
86,1.79,5,1,11,45.5465929583334,-73.58527741228839,0,False,False,False,0
0,0.0,0,32,6,45.55778,-73.60615,1,False,False,False,1
0,0.0,0,32,6,45.55784355273942,-73.60604118763504,1,False,False,False,1
155,0.45,1,31,9,45.4957044781247,-73.57030395548628,0,False,False,False,1
197,0.0,0,31,1,45.54893219258959,-73.5772902157043,1,False,False,False,1
2,0.0,0,31,4,45.501191624522,-73.58014472105538,1,False,False,False,1
99,0.88,2,1,1,45.552073,-73.617856,0,False,False,False,1
336,0.0,0,1,2,45.4901,-73.56639,1,False,False,False,0
358,0.0,0,1,2,45.49019,-73.56655,1,False,False,False,0
355,0.0,0,31,12,45.514,-73.56044,1,False,False,False,0
365,0.45,1,31,12,45.46993118852902,-73.61238139686638,0,False,False,False,0
365,0.0,0,31,12,45.47006441903692,-73.61217596252345,1,False,False,False,0
365,0.0,0,31,12,45.46986108936286,-73.61390319763419,1,False,False,False,0
365,0.0,0,31,12,45.46992224697316,-73.61227857378537,1,False,False,False,0
365,0.0,0,31,12,45.46816,-73.61391,1,False,False,False,0
364,0.0,0,31,12,45.46962449527255,-73.61228586026802,1,False,False,False,0
293,0.0,0,31,12,45.46796,-73.61412,1,False,False,False,1
3,0.0,0,31,12,45.46796538729677,-73.61224797279242,1,False,False,False,1
293,0.0,0,31,12,45.46864,-73.61384,1,False,False,False,1
293,0.0,0,31,12,45.468445540544245,-73.61363263478786,1,False,False,False,1
363,0.38,1,31,12,45.469731953374286,-73.61369576859109,0,False,False,False,0
256,0.0,0,31,9,45.52375319999999,-73.6061569,1,False,False,False,1
0,0.6,1,31,9,45.52375319999999,-73.6061569,1,False,False,False,1
197,0.0,0,31,9,45.52375319999999,-73.6061569,1,False,False,False,1
216,1.56,5,31,9,45.52375319999999,-73.6061569,0,False,False,False,0
0,0.0,0,31,9,45.52375319999999,-73.6061569,1,False,False,False,1
201,0.94,2,31,9,45.52375319999999,-73.6061569,0,False,False,False,0
198,0.91,2,31,9,45.52375319999999,-73.6061569,0,False,False,False,0
201,0.45,1,31,9,45.52375319999999,-73.6061569,0,False,False,False,1
269,2.31,5,1,9,45.52238879475737,-73.57636993814641,0,False,False,False,0
365,0.0,0,1,2,45.51981288610968,-73.58503188264388,1,False,False,False,0
231,1.9,4,2,18,45.5031547,-73.5563438,0,False,False,False,0
233,0.83,2,2,23,45.5053166,-73.5617669,0,False,False,False,0
103,5.56,15,2,18,45.5030866,-73.5569075,0,False,False,False,0
213,0.92,2,2,18,45.5043544,-73.5547959,0,False,False,False,0
196,3.7,9,1,6,45.55761,-73.53118,0,False,False,False,0
31,0.75,1,31,6,45.54796238863631,-73.60364720542988,0,False,True,False,1
179,0.0,0,31,1,45.49790609999999,-73.6239703,1,False,False,False,1
128,0.0,0,31,1,45.51415,-73.57336,1,False,False,False,1
0,0.0,0,31,22,45.42145137206058,-73.65100088479544,1,False,True,False,1
179,0.0,0,31,1,45.53576,-73.5667,1,False,False,False,1
341,1.28,2,31,1,45.49502,-73.57999,0,False,False,False,0
0,0.0,0,2,38,45.45088077767627,-73.60408020633521,1,False,True,False,1
75,2.0,2,2,1,45.44898731912794,-73.60421238076383,0,False,True,False,0
90,0.0,0,2,38,45.44916,-73.60423,1,False,True,False,1
85,3.44,11,1,14,45.52531531109635,-73.62325869958009,0,False,False,False,0
210,4.77,14,2,5,45.5242735,-73.582011,0,False,False,False,0
146,5.0,15,2,5,45.5242783,-73.58201389999999,0,False,False,False,0
261,2.04,7,1,2,45.52059,-73.5948,0,False,False,False,0
142,0.0,0,31,50,45.53869772986148,-73.59698575712972,1,False,False,False,1
314,2.87,9,1,5,45.4943167,-73.5605004,0,False,False,False,0
89,0.0,0,31,2,45.44294186678238,-73.61716379706532,1,False,False,False,1
177,0.0,0,31,2,45.43676,-73.6771,1,False,False,False,1
353,0.0,0,31,15,45.51665,-73.58408,1,False,False,False,0
362,0.39,1,31,15,45.51653130001968,-73.58433717849327,0,False,False,False,0
365,0.0,0,31,15,45.51718582559987,-73.58359007596366,1,False,False,False,0
361,0.0,0,31,15,45.51847,-73.5839,1,False,False,False,0
361,0.0,0,31,15,45.51831772559929,-73.58436708512055,1,False,False,False,0
362,0.0,0,31,15,45.516555706565946,-73.58559178933169,1,False,False,False,0
364,0.0,0,31,15,45.51817050470545,-73.58371295302065,1,False,False,False,0
362,0.0,0,31,15,45.518772348428826,-73.58596533446281,1,False,False,False,0
365,0.0,0,31,15,45.51804,-73.58558,1,False,False,False,0
361,0.0,0,31,15,45.51736,-73.5859,1,False,False,False,0
360,0.0,0,31,15,45.51669,-73.58423,1,False,False,False,0
355,0.0,0,1,15,45.51848,-73.5854,1,False,False,False,0
142,2.34,6,1,7,45.52976959999999,-73.5771476,0,False,False,False,0
361,1.67,4,2,3,45.51344427220553,-73.57182308772573,0,False,False,False,0
9,0.0,0,31,133,45.49629,-73.57144,1,False,False,False,1
362,0.0,0,1,2,45.5193366206374,-73.5834463812836,1,False,False,False,0
95,0.0,0,31,69,45.49429,-73.57218,1,False,False,False,1
294,0.0,0,1,3,45.52161912080037,-73.5831097551584,1,False,False,False,0
342,0.0,0,1,3,45.52121372202442,-73.58321417996622,1,False,False,False,0
198,0.61,2,1,6,45.56128,-73.59571,0,False,False,False,0
2,0.0,0,1,3,45.51961172176496,-73.58474484147777,1,False,False,False,1
75,0.83,1,31,133,45.49631,-73.57228,0,False,False,False,1
204,0.66,2,2,18,45.4989222,-73.573813,0,False,False,False,1
0,2.25,3,2,18,45.4989222,-73.573813,1,False,False,False,0
324,0.0,0,31,1,45.528415807553365,-73.68252805668472,1,False,False,False,0
2,0.0,0,31,10,45.55287901118656,-73.55400307719535,1,False,False,False,1
276,2.08,5,1,40,45.51897618731073,-73.58022681756054,0,False,True,False,0
361,0.0,0,31,2,45.52228,-73.58958,1,False,False,False,0
362,0.0,0,1,2,45.51595,-73.5726,1,False,False,False,0
361,0.0,0,1,2,45.51749952458879,-73.58038253334807,1,False,False,False,0
344,0.0,0,1,2,45.51799,-73.5802,1,False,False,False,0
89,0.0,0,2,32,45.4817,-73.62827,1,False,False,False,1
76,5.22,16,2,1,45.5153597,-73.5705004,0,False,False,False,0
179,0.0,0,32,5,45.4516776,-73.5908275,1,False,True,False,1
3,0.0,0,7,1,45.54763,-73.59121999999999,1,False,False,False,1
158,0.86,2,1,6,45.53671,-73.55543,0,False,False,False,0
346,0.42,1,2,2,45.52643132650816,-73.58341563510758,0,False,False,False,0
0,2.1,7,1,3,45.48965,-73.58019,1,False,False,False,1
301,2.88,7,2,3,45.4928707823015,-73.55773191981685,0,False,False,False,0
83,0.0,0,31,1,45.50433,-73.55606,1,False,False,False,1
154,2.34,6,2,1,45.5064652802382,-73.55947580973891,0,False,False,False,0
0,0.0,0,1,50,45.53797,-73.59701,1,False,False,False,1
0,2.5,7,1,11,45.51865,-73.59058,1,False,False,False,0
0,2.0,2,31,10,45.51044,-73.56773,1,False,True,False,1
147,1.0,1,1,10,45.512029116052254,-73.5696502267686,0,False,True,False,0
148,0.0,0,1,10,45.51212,-73.56962,1,False,True,False,1
198,1.0,1,31,10,45.51231,-73.56855,0,False,True,False,0
146,1.0,1,31,10,45.5103159521821,-73.56989296618072,0,False,True,False,1
143,0.0,0,31,10,45.510380900001465,-73.5699675484036,1,False,True,False,1
259,0.85,2,1,3,45.494025986854304,-73.56550841899458,0,False,False,False,0
80,5.56,15,1,5,45.53661765022822,-73.5712630728165,0,False,False,False,0
65,2.2,3,4,7,45.51504,-73.57426,0,False,False,False,0
170,0.0,0,31,9,45.49420577828008,-73.56786661437683,1,False,False,False,1
0,0.0,0,32,1,45.4744585932367,-73.59263004631795,1,False,False,False,1
362,1.0,1,1,11,45.4909492,-73.5826545,0,False,False,False,0
37,0.46,1,1,7,45.56372,-73.66471,0,False,True,False,1
18,2.56,7,1,7,45.53338541667556,-73.59295559029243,0,False,False,False,0
48,0.48,1,31,11,45.53988876965258,-73.64382888485176,0,False,True,False,1
132,3.26,10,31,5,45.4831415,-73.56146489999999,0,False,False,False,0
63,0.0,0,31,9,45.42206,-73.6517,1,False,False,False,1
88,0.0,0,31,1,45.51557,-73.686,1,False,False,False,1
89,0.0,0,31,2,45.526651359182274,-73.59717540442944,1,False,False,False,1
87,0.88,2,1,7,45.56202596666791,-73.66284644464987,0,False,True,False,0
67,0.0,0,31,1,45.47126,-73.58911,1,False,False,False,1
2,5.27,13,1,1,45.51192,-73.56304,0,False,False,False,0
26,5.83,7,1,3,45.4875795155947,-73.6443462806486,0,False,False,False,0
365,0.0,0,31,1,45.50266,-73.56451,1,False,False,False,0
9,2.5,5,5,1,45.53916,-73.62417,0,False,False,False,0
0,1.0,1,1,14,45.51568,-73.59242,1,False,False,False,1
92,3.12,8,1,14,45.51555363928029,-73.59192924606252,0,False,False,False,0
81,4.03,9,1,14,45.50618438002818,-73.57297875676947,0,False,False,False,0
0,1.0,1,1,14,45.51875,-73.55636,1,False,False,False,1
9,0.0,0,1,14,45.51667992753415,-73.55709014922061,1,False,False,False,1
59,0.0,0,32,93,45.494447654548,-73.56730661549165,1,False,False,False,1
338,0.0,0,31,12,45.54744220314591,-73.61658680449597,1,False,True,False,0
83,0.0,0,2,38,45.449,-73.60427,1,False,True,False,1
82,0.0,0,2,38,45.45057,-73.6026,1,False,True,False,1
65,0.0,0,2,38,45.44922806966763,-73.60235663172267,1,False,True,False,1
106,0.0,0,31,133,45.48021,-73.57298,1,False,False,False,1
237,0.45,1,5,3,45.52759,-73.57269,0,False,False,False,0
72,0.0,0,31,1,45.49680746771371,-73.56849013082778,1,False,False,False,1
172,0.0,0,31,4,45.5377161,-73.5583487,1,False,True,False,1
156,1.98,6,2,18,45.5158494,-73.5655839,0,False,False,False,0
323,3.38,8,1,4,45.50422534874636,-73.55559060223437,0,False,False,False,0
2,5.13,13,1,4,45.50445502758079,-73.5564238875013,0,False,False,False,0
356,4.34,11,1,4,45.50430565473669,-73.5557079199827,0,False,False,False,0
364,0.0,0,31,3,45.50582197665389,-73.5642352658659,1,False,False,False,0
8,1.0,1,2,1,45.56543138128085,-73.60089847886576,0,False,False,False,1
96,0.0,0,31,89,45.5443694,-73.5397741,1,False,False,False,1
126,4.88,14,2,18,45.5158494,-73.5655839,0,False,False,False,0
273,0.0,0,31,1,45.4611464,-73.5892879,1,False,False,False,1
208,0.0,0,32,93,45.432429860031846,-73.8603667135527,1,False,False,False,1
2,0.0,0,31,4,45.50159,-73.57864,1,False,False,False,1
0,0.0,0,32,93,45.43893149431073,-73.89447900326144,1,False,False,False,1
235,0.0,0,31,2,45.52652,-73.54855,1,False,False,False,1
82,0.0,0,32,4,45.534,-73.57091,1,False,False,False,1
163,2.21,5,2,26,45.517063,-73.562019,0,False,False,False,0
336,0.85,2,2,5,45.52621695698696,-73.57337910231169,0,False,False,False,0
365,0.0,0,31,69,45.49331120183869,-73.56712498881737,1,False,False,False,0
364,0.0,0,31,69,45.49579,-73.56939,1,False,False,False,0
131,6.09,14,1,26,45.51304,-73.56802,0,False,False,False,0
365,0.0,0,31,1,45.54688396784812,-73.60489383445221,1,False,False,False,0
257,0.0,0,31,1,45.50413,-73.55554,1,False,False,False,1
364,0.0,0,31,1,45.53414212295047,-73.57525114774049,1,False,False,False,0
299,3.7,9,1,15,45.51050636290697,-73.57250610164913,0,False,False,False,0
180,0.0,0,31,3,45.52169,-73.54929,1,False,False,False,1
305,2.84,7,1,15,45.51082,-73.57214,0,False,False,False,0
299,2.76,7,1,15,45.51121,-73.57273,0,False,False,False,0
342,1.22,2,1,15,45.51071952727197,-73.57059744307165,0,False,False,False,0
341,0.0,0,41,1,45.4927536,-73.5593301,1,False,False,False,0
340,0.86,2,1,12,45.510854224680266,-73.56266699000489,0,False,False,False,0
365,0.0,0,31,1,45.49542,-73.58119,1,False,True,False,0
35,0.68,2,1,4,45.46111980798263,-73.59076059828017,0,False,False,False,1
299,0.0,0,1,11,45.493521211409984,-73.5613166317105,1,False,False,False,1
70,1.0,1,4,7,45.51299,-73.57259,0,False,False,False,1
271,2.11,5,31,3,45.52164713976499,-73.58045271339846,0,False,False,False,0
279,0.0,0,31,5,45.46465,-73.57477,1,False,True,False,1
161,3.13,7,1,1,45.5021052,-73.6472344,0,False,False,False,0
150,2.38,5,1,1,45.5809,-73.5515099,0,False,False,False,0
365,0.0,0,32,11,45.46096264100583,-73.59046177871858,1,False,True,False,0
2,0.0,0,32,11,45.45937125355775,-73.59190063485197,1,False,True,False,1
310,0.0,0,32,11,45.46029,-73.59196,1,False,True,False,1
365,0.0,0,32,11,45.45933105574105,-73.59032175415523,1,False,False,False,0
189,0.44,1,3,11,45.45959746489381,-73.59203397319368,0,False,False,False,1
215,1.0,1,1,6,45.53998,-73.612,0,False,False,False,0
115,0.83,1,31,2,45.54257,-73.62056,0,False,False,False,1
227,0.0,0,31,1,45.55183,-73.59111,1,False,False,False,1
51,0.0,0,31,11,45.54209,-73.6443,1,False,True,False,1
89,1.0,1,31,1,45.50832865160326,-73.6709929791246,0,False,False,False,1
2,0.0,0,31,1,45.52769,-73.6298,1,False,True,False,1
180,0.0,0,31,10,45.53351841256947,-73.56627627841009,1,False,False,False,1
212,0.0,0,2,7,45.517045,-73.5607313,1,False,False,False,1
296,0.0,0,32,24,45.49379208622008,-73.5737299130543,1,False,False,False,1
0,0.0,0,32,24,45.493765196178295,-73.57603289789459,1,False,False,False,1
294,0.0,0,32,24,45.49479,-73.57582,1,False,False,False,1
298,0.0,0,32,24,45.4936381753866,-73.57589223385955,1,False,False,False,1
298,0.0,0,32,24,45.49343,-73.57594,1,False,False,False,1
0,0.0,0,32,24,45.49408098766521,-73.57575035133559,1,False,False,False,1
296,0.0,0,32,24,45.4946,-73.57365,1,False,False,False,1
298,0.0,0,32,24,45.49547,-73.57413,1,False,False,False,1
296,0.0,0,32,24,45.4931963215111,-73.57371531238573,1,False,False,False,1
296,0.0,0,32,24,45.49322896859928,-73.57517010756342,1,False,False,False,1
298,0.0,0,32,24,45.49451968499178,-73.57365220954385,1,False,False,False,1
220,0.0,0,32,24,45.49548,-73.57587,1,False,False,False,1
296,0.0,0,32,24,45.49333,-73.57449,1,False,False,False,1
0,0.0,0,32,24,45.49350409025799,-73.57412159735475,1,False,False,False,1
243,0.0,0,32,24,45.49492175697272,-73.57364308622222,1,False,False,False,1
298,0.0,0,32,24,45.49332,-73.5743,1,False,False,False,1
298,0.0,0,32,24,45.4931807230794,-73.57430563337829,1,False,False,False,1
298,0.0,0,32,24,45.49339038402682,-73.57560841483449,1,False,False,False,1
365,0.0,0,31,10,45.5523579,-73.5550587,1,False,True,False,0
146,2.08,5,2,4,45.47631933067868,-73.60831218197431,0,False,False,False,0
213,3.24,8,2,4,45.47459,-73.60299,0,False,False,False,0
90,0.85,2,2,19,45.45112,-73.60253,0,False,True,False,1
255,0.0,0,32,8,45.6101374,-73.51118459999999,1,False,False,False,1
0,3.24,8,2,19,45.44901,-73.60437,1,False,True,False,0
90,0.43,1,2,19,45.449245897511865,-73.6039136139331,0,False,True,False,1
