availability_365,reviews_per_month,number_of_reviews,minimum_nights,calculated_host_listings_count,latitude,longitude,churned,room_type_Hotel room,room_type_Private room,room_type_Shared room,churn_predicted
0,2.69,47,1,11,45.49601720283943,-73.57730946038573,1,False,False,False,0
90,0.0,0,90,1,45.49601029999999,-73.5714426,1,False,False,False,1
304,2.58,24,2,1,45.54394569999999,-73.6931602,0,False,False,False,0
339,3.16,53,1,3,45.55348267100448,-73.53331337510589,0,False,False,False,0
266,1.58,25,31,19,45.4774,-73.55923,0,False,True,False,0
276,1.61,24,31,19,45.47518,-73.55974,0,False,True,False,0
2,0.58,6,2,1,45.54606,-73.63625,0,False,False,False,1
329,5.35,90,1,12,45.5181,-73.56741,0,False,False,False,0
243,0.43,3,31,3,45.50864229219186,-73.55998880258079,0,False,False,False,1
159,0.1,1,31,9,45.49643053174227,-73.57451724024695,0,False,False,False,1
269,0.0,0,90,15,45.49743,-73.62167,1,False,True,False,1
251,0.07,1,60,89,45.5922511,-73.5230878,0,False,False,False,1
89,0.13,2,31,2,45.51599812019925,-73.57171859702342,0,False,False,False,1
33,1.52,22,1,1,45.501154896722966,-73.55504467237442,0,False,False,False,1
273,2.06,29,31,29,45.523111400368464,-73.6022501348278,0,False,False,False,0
95,1.79,30,1,3,45.53650203095693,-73.57733167638666,0,False,False,False,0
309,0.13,2,31,2,45.56756083772521,-73.63796390296885,0,False,False,False,0
270,0.0,0,31,7,45.4956434630608,-73.58157050289485,1,False,False,False,1
256,0.0,0,31,1,45.5406937,-73.6006128,1,False,False,False,1
121,5.01,83,2,1,45.49818779114648,-73.58440470987856,0,False,False,False,0
131,1.82,30,2,1,45.5121772,-73.5621166,0,False,False,False,0
61,5.43,90,1,1,45.4477521,-73.5944638,0,False,False,False,0
0,0.0,0,31,1,45.5687,-73.58545,1,False,False,False,1
179,1.0,1,31,4,45.5735,-73.53824,0,False,True,False,0
0,0.45,6,31,37,45.49779,-73.55692,1,False,False,False,1
127,0.52,6,31,37,45.49699379661149,-73.55707088457991,0,False,False,False,1
130,0.27,3,31,37,45.49739763857471,-73.55713663120582,0,False,False,False,1
70,0.46,7,31,37,45.49845339819037,-73.55678725607738,0,False,False,False,1
0,0.44,7,31,37,45.49769,-73.55671,1,False,False,False,1
269,0.0,0,31,4,45.52269612587234,-73.60364292880718,1,False,False,False,1
111,0.58,9,31,1,45.477966384985166,-73.56485796570261,0,False,False,False,1
173,0.14,2,32,8,45.45614,-73.56641,0,False,False,False,1
0,0.46,6,31,22,45.42200310569938,-73.65029345783779,1,False,True,False,1
0,0.55,5,31,22,45.424058441386045,-73.65221957454241,1,False,True,False,1
155,0.14,1,31,22,45.42388350807723,-73.65206044106986,0,False,True,False,1
270,4.62,77,31,32,45.51505,-73.57741,0,False,False,False,0
272,2.93,45,31,29,45.541716420978666,-73.54109236521002,0,False,True,False,0
269,2.67,42,31,29,45.54356,-73.54055,0,False,True,False,0
0,0.12,1,31,130,45.47879,-73.57313,1,False,False,False,1
95,0.08,1,31,133,45.480880286706494,-73.57425643843918,0,False,False,False,1
268,0.0,0,32,1,45.5409213,-73.6180042,1,False,False,False,0
249,0.9,14,3,3,45.53453847299009,-73.59977652150685,0,False,True,False,0
19,2.81,47,1,50,45.49686,-73.58826,0,False,True,False,0
176,0.51,3,2,1,45.52680837949265,-73.57633275237976,0,False,False,False,1
262,0.83,12,2,5,45.64306023080471,-73.49194654915993,0,False,False,False,0
19,4.1,69,1,50,45.50473,-73.55569,0,False,False,False,0
236,3.14,52,2,2,45.60854,-73.51178,0,False,False,False,0
224,0.26,4,31,6,45.50417,-73.56404,0,False,False,False,1
0,3.48,58,2,7,45.51153,-73.56225,1,False,False,False,0
365,1.11,15,2,7,45.50935626403336,-73.56284149949843,0,False,True,False,0
166,3.77,60,1,26,45.51425171832399,-73.56580321977417,0,False,False,False,0
210,0.72,12,1,15,45.5010158,-73.5559693,0,False,False,True,0
317,2.43,39,1,1,45.45141,-73.58973,0,False,False,False,0
91,5.25,88,2,3,45.47831339703088,-73.57100661846056,0,False,False,False,0
17,1.12,14,1,50,45.50687,-73.55496,0,False,False,False,1
16,7.02,106,1,50,45.5048,-73.55546,0,False,False,False,0
225,0.38,4,32,6,45.548354,-73.537498,0,False,False,False,1
0,0.0,0,32,93,45.42989005040325,-73.85687685939526,1,False,False,False,1
233,1.62,28,1,11,45.49633,-73.57605,0,False,False,False,0
162,2.85,50,2,1,45.475729435681245,-73.62105206910225,0,False,False,False,0
1,0.42,6,4,1,45.577842443315255,-73.55231913307108,0,False,False,False,1
108,3.07,54,1,26,45.48011342428727,-73.623995700478,0,False,False,False,0
0,0.28,3,32,8,45.49602397717741,-73.62301400510883,1,False,True,False,1
234,0.0,0,31,4,45.47818,-73.58226,1,False,False,False,1
269,0.13,2,32,8,45.49654692746128,-73.62521923769835,0,False,True,False,0
74,0.14,1,31,1,45.54694166835554,-73.5427903043686,0,False,False,False,1
305,2.27,40,1,14,45.4986174,-73.57227320000001,0,False,False,False,0
17,0.77,13,1,50,45.53866,-73.59702,0,False,False,False,1
365,0.75,13,7,2,45.48998887449926,-73.79687962057328,0,False,True,False,0
365,0.68,12,7,2,45.49165,-73.79698,0,False,True,False,0
269,0.0,0,45,1,45.49194311027631,-73.55708071829848,1,False,False,False,1
271,2.81,29,1,2,45.5753015,-73.5524818,0,False,False,False,0
24,6.87,19,1,1,45.5159568911551,-73.57321221381426,0,False,True,False,0
269,0.0,0,31,2,45.44273744952299,-73.61215914878203,1,False,True,False,1
0,0.0,0,31,9,45.51586549130168,-73.56481421738863,1,False,False,False,1
178,0.0,0,31,9,45.51583025415359,-73.56346987728443,1,False,False,False,1
0,0.0,0,31,9,45.51477540647482,-73.56340072838094,1,False,False,False,1
98,0.07,1,31,1,45.562771868566,-73.66180934553167,0,False,False,False,1
24,0.77,7,1,1,45.49735733339968,-73.5764442756772,0,False,False,False,1
33,7.69,132,1,2,45.43975,-73.69678,0,False,True,False,0
0,0.0,0,31,93,45.589554773324586,-73.5601854998428,1,False,False,False,1
207,1.02,16,1,11,45.507070175094576,-73.57426582631996,0,False,False,False,0
0,0.18,3,31,1,45.49323246353406,-73.575651680042,1,False,False,False,1
159,0.35,4,31,14,45.49747355772463,-73.65153691727664,0,False,False,False,1
168,0.34,5,31,8,45.53479609683343,-73.57482731936591,0,False,False,False,1
252,0.0,0,31,1,45.49543,-73.56657,1,False,False,False,1
252,2.68,44,31,40,45.51812966265291,-73.57997622718221,0,False,True,False,0
268,3.55,58,31,40,45.51716,-73.5799,0,False,True,False,0
276,2.26,39,31,40,45.51694388073978,-73.58001672670905,0,False,True,False,0
237,5.32,87,2,2,45.498778541808186,-73.5584353632387,0,False,False,False,0
362,0.0,0,31,1,45.46558,-73.61724,1,False,False,False,0
0,0.08,1,31,1,45.48829,-73.56696,1,False,False,False,1
177,0.13,1,31,93,45.49173,-73.56242,0,False,False,False,1
269,0.0,0,181,1,45.48028,-73.60435,1,False,False,False,1
43,0.37,6,31,16,45.533803,-73.5824064,0,False,False,False,1
178,0.0,0,31,1,45.5458195,-73.64009039999999,1,False,False,False,1
262,4.3,69,31,7,45.46625,-73.5711,0,False,False,False,0
270,0.0,0,31,3,45.492617021306806,-73.55599259606021,1,False,False,False,1
351,0.83,14,2,7,45.51127926047134,-73.56090854263162,0,False,False,False,0
361,1.63,28,2,7,45.5093453247198,-73.5613382913607,0,False,False,False,0
144,1.78,29,31,5,45.50419,-73.55669,0,False,False,False,0
171,0.24,2,31,5,45.54457719825383,-73.55616935912767,0,False,False,False,1
0,0.0,0,31,1,45.527,-73.5626,1,False,False,False,1
3,0.62,9,31,4,45.522574495261125,-73.57480838469836,0,False,True,False,1
152,0.29,4,31,14,45.49692040307004,-73.65086347197986,0,False,False,False,1
51,0.24,3,31,133,45.50998150995584,-73.5602810686531,0,False,False,False,1
0,0.19,2,31,4,45.51463158909928,-73.55861633529204,1,False,False,False,1
179,6.32,106,3,1,45.48627,-73.5676,0,False,False,False,0
0,0.0,0,31,1,45.47864399544263,-73.55318540054483,1,False,False,False,1
283,0.14,1,31,89,45.55021,-73.53329,0,False,False,False,1
364,0.0,0,31,89,45.55021,-73.53329,1,False,False,False,0
32,0.58,7,31,4,45.52235,-73.5758,0,False,True,False,1
217,0.0,0,31,2,45.47781986169775,-73.57771149516515,1,False,False,False,1
328,7.93,128,1,1,45.4219949,-73.618884,0,False,True,False,0
218,0.34,2,31,10,45.50228230398456,-73.56448301838623,0,False,False,False,1
267,0.12,1,31,10,45.50331870959021,-73.56247788215674,0,False,False,False,1
251,0.17,1,31,10,45.50217359281866,-73.56421323779125,0,False,False,False,1
155,0.32,4,31,10,45.50207,-73.56282,0,False,False,False,1
92,0.06,1,31,1,45.58197,-73.55754,0,False,False,False,1
177,0.13,1,31,1,45.49505416933622,-73.56907722657137,0,False,False,False,1
267,0.84,14,1,4,45.52788,-73.7286,0,False,True,False,0
0,2.3,37,3,1,45.52713319999999,-73.5752937,1,False,False,False,0
32,0.32,4,31,1,45.54065410123604,-73.58878444496341,0,False,False,False,1
2,3.45,58,2,69,45.49715,-73.57722,0,False,False,False,0
268,0.41,6,1,4,45.52639537460128,-73.7308467186773,0,False,True,False,0
86,1.53,25,1,24,45.52378395283386,-73.58387653477295,0,False,False,False,0
85,2.38,39,1,24,45.52388236148312,-73.58380840885721,0,False,False,False,0
69,2.37,37,1,24,45.52543,-73.58547,0,False,False,False,0
0,0.24,3,31,4,45.52732648463188,-73.58409186600325,1,False,True,False,1
33,0.5,7,31,4,45.52779728732991,-73.58275899617915,0,False,True,False,1
282,2.48,40,1,19,45.46468652182466,-73.57092790086004,0,False,True,False,0
275,2.11,35,1,19,45.46422,-73.57093,0,False,True,False,0
283,1.35,22,1,19,45.46479970994525,-73.57123650381538,0,False,True,False,0
283,2.11,36,1,19,45.466073397221805,-73.5726331455854,0,False,True,False,0
270,0.11,1,31,1,45.51104,-73.56152,0,False,False,False,1
245,1.9,32,31,19,45.464107441306986,-73.5726551892876,0,False,True,False,0
0,2.32,36,31,19,45.464486151365215,-73.57285362838333,1,False,True,False,0
262,2.14,36,31,19,45.46644,-73.57113,0,False,True,False,0
264,1.73,29,31,19,45.46466,-73.571,0,False,True,False,0
276,0.95,15,31,19,45.47701,-73.55986,0,False,True,False,0
280,2.03,26,31,19,45.47532761012534,-73.55962343744335,0,False,True,False,0
200,0.0,0,31,4,45.51092761933169,-73.57353795252119,1,False,False,False,1
69,1.86,30,1,1,45.5179,-73.56501,0,False,False,False,0
193,0.0,0,32,93,45.54999,-73.61328,1,False,False,False,1
270,0.0,0,31,1,45.49185629999999,-73.5660165,1,False,False,False,1
250,1.67,17,2,3,45.53339,-73.60121,0,False,False,False,0
92,0.42,4,2,1,45.56481,-73.59986,0,False,True,False,1
0,0.0,0,31,1,45.49342,-73.58023,1,False,True,False,1
3,3.58,57,1,50,45.49618449088163,-73.5885943835435,0,False,True,False,0
18,2.36,38,2,1,45.53265,-73.59503,0,False,False,False,0
263,0.0,0,31,1,45.50856,-73.57657,1,False,False,False,1
0,0.5,8,31,1,45.60028517140193,-73.55102243073195,1,False,False,False,1
340,6.48,106,1,12,45.51669736661066,-73.56917288334013,0,False,False,False,0
83,0.0,0,62,1,45.51688191928601,-73.56577627070344,1,False,False,False,1
260,0.09,1,31,1,45.57969,-73.59004,0,False,False,False,0
251,5.47,84,2,27,45.5013,-73.55604,0,False,False,False,0
90,2.03,32,31,2,45.52473906655113,-73.58408491534425,0,False,False,False,0
0,0.0,0,31,1,45.47791696713068,-73.63526091396871,1,False,False,False,1
328,2.25,37,1,3,45.5517,-73.53182,0,False,False,False,0
258,4.18,67,2,31,45.50297672840573,-73.55946930861103,0,False,False,False,0
324,4.85,78,1,12,45.51774,-73.56729,0,False,False,False,0
267,4.24,69,31,32,45.51557744933761,-73.56260112778425,0,False,False,False,0
277,2.21,36,31,32,45.51473814811997,-73.56261724798384,0,False,False,False,0
332,4.74,77,1,27,45.4934,-73.56764,0,False,False,False,0
303,0.29,3,31,3,45.51809224603002,-73.57835157449829,0,False,False,False,0
322,0.3,4,31,3,45.51828,-73.57842,0,False,False,False,0
358,0.64,10,2,69,45.49663,-73.57781,0,False,False,False,0
269,0.0,0,31,1,45.54988,-73.5404,1,False,False,False,1
90,1.85,27,31,2,45.523770708396114,-73.58493314649209,0,False,False,False,0
270,4.84,77,31,32,45.51573,-73.57047,0,False,False,False,0
267,0.0,0,33,1,45.45734647876129,-73.80857769600344,1,False,False,False,0
39,0.38,5,365,1,45.52945,-73.55468,0,False,False,False,1
90,0.17,1,31,9,45.5292527,-73.5637845,0,False,True,False,1
125,0.17,2,90,1,45.52308,-73.56392,0,False,False,False,1
2,4.27,60,31,1,45.54983,-73.62724,0,False,False,False,0
123,0.0,0,32,2,45.50056342379565,-73.57859589229246,1,False,False,False,1
331,2.75,41,1,1,45.59683084911601,-73.640666413001,0,False,False,False,0
307,0.19,3,1,13,45.49037,-73.56714,0,False,False,False,0
318,0.5,5,1,13,45.49037,-73.56714,0,False,False,False,0
287,1.07,16,1,13,45.49037,-73.56714,0,False,False,False,0
0,0.28,3,1,13,45.49037,-73.56714,1,False,False,False,1
305,1.14,18,1,13,45.49037,-73.56714,0,False,False,False,0
278,0.62,9,1,13,45.49037,-73.56714,0,False,False,False,0
325,0.51,8,1,13,45.49037,-73.56714,0,False,False,False,0
312,0.1,1,1,13,45.49037,-73.56714,0,False,False,False,0
330,0.2,2,1,13,45.49037,-73.56714,0,False,False,False,0
328,0.6,9,1,13,45.49037,-73.56714,0,False,False,False,0
326,0.63,10,1,13,45.49037,-73.56714,0,False,False,False,0
337,0.2,3,1,13,45.49775,-73.57421,0,False,False,False,0
336,2.26,32,1,13,45.49775,-73.57421,0,False,False,False,0
58,3.61,53,1,9,45.50026,-73.55683,0,False,False,False,0
0,6.93,101,1,9,45.50006,-73.57921,1,False,False,False,0
0,3.01,44,1,9,45.50964365230242,-73.5760968512787,1,False,False,False,0
47,5.7,81,1,9,45.5,-73.57757,0,False,False,False,0
365,0.0,0,31,2,45.581395511470745,-73.5977792327,1,False,True,False,0
314,12.7,193,1,47,45.50338,-73.5561,0,False,False,False,0
327,5.93,90,1,47,45.50328,-73.55792,0,False,False,False,0
330,29.27,443,1,47,45.50121583494751,-73.55728755597843,0,False,False,False,0
326,16.72,243,1,47,45.50346,-73.55641,0,False,False,False,0
323,26.46,403,1,47,45.503475560602965,-73.55756577873363,0,False,False,False,0
320,8.97,134,1,47,45.5016026824088,-73.55805321154294,0,False,False,False,0
328,2.21,32,1,47,45.50126181165152,-73.55644199664002,0,False,False,False,0
208,3.74,57,1,47,45.50328911900256,-73.5564381471029,0,False,False,False,0
56,0.0,0,2,2,45.52565,-73.58356,1,False,False,False,1
0,0.13,1,31,1,45.57017826536502,-73.58139227127347,1,False,False,False,1
191,0.43,1,180,1,45.48983,-73.56234,0,False,False,False,1
0,0.47,7,4,5,45.64284,-73.49011,1,False,False,False,1
0,2.51,36,2,2,45.48374724459915,-73.5596831530571,1,False,False,False,0
364,1.48,21,1,2,45.48404,-73.62849,0,False,False,False,0
159,0.0,0,31,93,45.5047826,-73.5633502,1,False,False,False,1
85,1.09,17,2,2,45.51934,-73.55366,0,False,False,False,1
158,4.5,68,1,19,45.50776,-73.57434,0,False,False,False,0
2,0.19,2,31,1,45.46889367909066,-73.64436795182395,0,False,True,False,1
271,3.88,57,1,4,45.49236,-73.58002,0,False,False,False,0
117,0.0,0,90,2,45.53799,-73.61987,1,False,False,False,1
269,0.0,0,31,1,45.46897748940777,-73.53870152698364,1,False,False,False,1
253,2.19,34,2,9,45.49667,-73.576,0,False,False,False,0
101,0.44,6,31,6,45.52078,-73.59065,0,False,False,False,1
2,0.29,4,31,2,45.48282727985158,-73.5971336553496,0,False,False,False,1
267,3.79,55,1,27,45.50029,-73.55856,0,False,False,False,0
177,5.0,78,31,4,45.50059849530429,-73.55875325629263,0,False,False,False,0
0,0.1,1,100,3,45.52767179891942,-73.62804242765733,1,False,True,False,1
2,5.96,93,1,7,45.5196121,-73.57982249999999,0,False,True,False,0
364,0.0,0,31,1,45.57837430000001,-73.5428491,1,False,True,False,0
53,0.39,5,31,4,45.535433002895104,-73.59246819694933,0,False,False,False,1
299,0.12,1,31,2,45.55766,-73.56804,0,False,True,False,0
37,0.0,0,31,4,45.49647564178549,-73.57628797704953,1,False,False,False,1
0,0.0,0,31,1,45.45674,-73.60097,1,False,False,False,1
164,6.15,96,2,1,45.5664289549857,-73.57153744973756,0,False,False,False,0
0,0.32,2,31,2,45.43537045215206,-73.68667413448601,1,False,False,False,1
89,0.14,2,31,9,45.5292527,-73.5637845,0,False,True,False,1
362,0.55,8,1,6,45.4752979,-73.6310649,0,False,True,False,0
351,1.03,16,1,6,45.4752979,-73.6310649,0,False,True,False,0
325,1.58,24,1,6,45.4752979,-73.6310649,0,False,True,False,0
340,0.33,4,31,2,45.489525339207134,-73.58271796256304,0,False,False,False,0
235,5.1,77,1,3,45.41697,-73.61068,0,False,False,False,0
267,0.13,1,90,1,45.56404341817765,-73.57897397925103,0,False,False,False,1
318,1.15,18,2,6,45.49907174544393,-73.5602697178138,0,False,False,False,0
316,3.54,53,2,6,45.49883,-73.55887,0,False,False,False,0
330,3.17,48,2,6,45.49942884367472,-73.56033003971528,0,False,False,False,0
183,4.42,69,31,4,45.49894746270865,-73.5606460197018,0,False,False,False,0
133,0.16,1,31,2,45.529568682445536,-73.5612830238705,0,False,False,False,1
2,3.42,52,1,7,45.52976959999999,-73.5771476,0,False,False,False,0
2,0.36,4,31,2,45.52758204042556,-73.56101533649885,0,False,False,False,1
342,0.0,0,31,89,45.54571,-73.6323139,1,False,False,False,0
0,1.34,15,31,1,45.51813,-73.57632,1,False,False,False,1
270,1.1,16,2,6,45.51132165176831,-73.5609371631285,0,False,False,False,0
253,0.91,9,2,2,45.4144,-73.91738,0,False,False,False,0
86,8.19,134,1,4,45.52422340544656,-73.57994401822461,0,False,False,False,0
81,1.27,20,3,1,45.54114,-73.61948,0,False,False,False,0
0,0.13,1,31,1,45.5449687,-73.6134654,1,False,False,False,1
262,1.33,12,2,1,45.53424,-73.58077,0,False,False,False,0
2,1.33,13,2,1,45.57533340678969,-73.54398141285183,0,False,False,False,1
320,0.41,4,2,12,45.51676,-73.56913,0,False,False,False,0
305,2.04,18,1,1,45.66509702083268,-73.5033129495292,0,False,False,False,0
364,0.23,2,32,10,45.51707561662091,-73.5539485886693,0,False,False,False,0
140,4.99,77,2,1,45.49523,-73.5755,0,False,False,False,0
315,6.3,89,1,12,45.5183,-73.56919,0,False,False,False,0
70,0.23,3,31,37,45.49762282419634,-73.55683998360625,0,False,False,False,1
89,0.49,6,31,37,45.49817,-73.55782,0,False,False,False,1
102,0.32,4,31,37,45.496982001746346,-73.55689235106114,0,False,False,False,1
222,2.4,38,1,7,45.52976959999999,-73.5771476,0,False,False,False,0
32,0.0,0,31,1,45.52497218808168,-73.60312358487285,1,False,True,False,1
364,0.2,1,31,3,45.51994719862672,-73.5780499072876,0,False,False,False,0
269,0.0,0,31,1,45.4899883356938,-73.56009367884012,1,False,True,False,1
147,0.14,2,32,3,45.53738,-73.55193,0,False,True,False,1
59,0.2,3,32,3,45.53629,-73.55413,0,False,True,False,1
326,0.0,0,32,5,45.5170757,-73.55394849999999,1,False,False,False,0
0,0.4,5,31,7,45.48484817495171,-73.63835723717956,1,False,False,False,1
0,1.28,21,2,1,45.5121772,-73.5621166,1,False,False,False,1
37,0.0,0,31,1,45.5442439,-73.5378178,1,False,False,False,1
365,1.93,30,2,6,45.50950092109254,-73.56193025511818,0,False,False,False,0
365,1.28,17,2,6,45.51101,-73.56251,0,False,False,False,0
87,0.0,0,31,1,45.52578,-73.55934,1,False,False,False,1
208,0.16,1,54,3,45.49068325775242,-73.56123766475429,0,False,False,False,1
0,2.08,33,1,14,45.51666207629367,-73.55787762567623,1,False,False,False,0
129,2.88,45,31,14,45.51873301302328,-73.55776196159405,0,False,False,False,0
164,0.24,1,32,93,45.52268,-73.67395,0,False,False,False,1
16,0.0,0,10,1,45.556457158903285,-73.57383604966729,1,False,False,False,1
0,0.0,0,31,1,45.50503964906869,-73.84793728617474,1,False,False,False,1
188,0.2,2,32,93,45.52052,-73.67596,0,False,False,False,1
261,5.29,85,31,32,45.51672319573416,-73.57703601956135,0,False,False,False,0
152,4.07,55,2,1,45.51835100606153,-73.59021980971895,0,False,False,False,0
171,0.0,0,31,3,45.553813489077534,-73.55855109096096,1,False,False,False,1
270,0.0,0,31,3,45.58071750577159,-73.59652116783441,1,False,True,False,0
0,0.0,0,32,3,45.58037,-73.5988,1,False,True,False,1
169,6.03,95,2,3,45.51430189269617,-73.5541022003906,0,False,False,False,0
270,0.0,0,32,3,45.58066205706996,-73.59705617780554,1,False,True,False,0
270,0.0,0,31,1,45.43928471170288,-73.69350233149582,1,False,True,False,1
124,1.66,24,1,3,45.53531649719028,-73.57531041609987,0,False,False,False,0
179,0.95,15,3,3,45.4998990420649,-73.57321928888992,0,False,False,False,0
0,1.81,28,2,3,45.50954752980229,-73.56130065405803,1,False,False,False,1
254,0.13,2,32,1,45.44261,-73.66413,0,False,False,False,1
270,0.0,0,31,7,45.4673,-73.65113,1,False,False,False,1
234,2.24,24,3,6,45.49329603025128,-73.60044206622736,0,False,False,False,0
252,2.69,37,31,2,45.47564,-73.57107,0,False,False,False,0
226,0.35,5,31,4,45.47959589174501,-73.58173558490603,0,False,False,False,1
0,0.1,1,31,1,45.54021772486071,-73.622299718721,1,False,False,False,1
119,0.0,0,32,93,45.60966,-73.52194,1,False,False,False,1
0,2.14,33,2,1,45.56617417778036,-73.58571683169599,1,False,False,False,0
271,2.58,40,2,7,45.50773,-73.55375,0,False,False,False,0
